name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost
Hotel Nisarga Grand,Yes,No,3.6,32,City Market,Casual Dining,,"South Indian, North Indian, Chinese",500.0
Baahubelly,Yes,No,3.8,69,Brigade Road,Casual Dining,"Biryani, Tea, Rice, Appam","South Indian, North Indian",500.0
Kerala Kitchen,Yes,No,3.2,31,Brigade Road,Quick Bites,,"Kerala, South Indian",200.0
Cool Corner Arun Ice Cream,Yes,No,3.5,8,Frazer Town,Dessert Parlor,,"Desserts, Ice Cream",200.0
Deccan Spices,Yes,No,3.7,23,Richmond Road,Quick Bites,,"Biryani, Mughlai, Fast Food",500.0
Ambur Hot Dum Biryani,Yes,No,3.2,6,Ulsoor,Quick Bites,,Biryani,300.0
Sri Rama,Yes,No,3.2,4,Shivajinagar,Quick Bites,,South Indian,200.0
Pooja Veg,Yes,No,3.1,9,Frazer Town,Quick Bites,,South Indian,100.0
Magic Box,Yes,No,3.3,21,Indiranagar,"Takeaway, Delivery",,"South Indian, North Indian, Chinese",300.0
Priya's Punjabi,No,No,3.8,33,Koramangala 8th Block,Casual Dining,,North Indian,
Hungry Birds,Yes,No,3.2,6,Koramangala 7th Block,Delivery,,Chinese,300.0
Funjabi,Yes,No,3.5,140,Church Street,Casual Dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600.0
Eatato Snack Bar,Yes,No,3.3,11,Brigade Road,Casual Dining,,"North Indian, Fast Food",400.0
Keventers,No,No,3.0,14,Brigade Road,"Beverage Shop, Dessert Parlor",,"Desserts, Beverages, Ice Cream",400.0
Sweet Chariot,Yes,No,3.5,9,Brigade Road,Bakery,,"Bakery, Fast Food",500.0
Baskin Robbins,Yes,No,3.7,24,Brigade Road,Dessert Parlor,,"Ice Cream, Desserts",250.0
Lassi Shop,Yes,No,3.7,17,Brigade Road,Beverage Shop,,"Beverages, Ice Cream",200.0
Snow Gola,No,No,3.7,17,Brigade Road,Dessert Parlor,,Desserts,150.0
Ibaco,Yes,No,4.0,93,Brigade Road,Dessert Parlor,Italian Wonder,Desserts,300.0
Alchemy - The Chancery Pavilion,No,Yes,4.3,446,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake",Modern Indian,2000.0
Fabelle Chocolate Boutique - ITC Gardenia,No,No,4.5,232,Richmond Road,Dessert Parlor,"Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages",1250.0
Bhagatram Sweets,No,No,3.6,221,Commercial Street,Quick Bites,"Gulab Jamun, Chaat, Jalebi, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai",300.0
Corner House Ice Cream,No,No,4.5,292,Lavelle Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Sundae, Almond Fudge, Brownie, Thick Shakes, Vanilla Ice Cream","Ice Cream, Desserts",400.0
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,117,Ulsoor,Casual Dining,"Cocktails, Burgers, Chicken Chunks, Crispy Chicken","Continental, Asian, North Indian, South Indian",2000.0
Amma's Pastries,No,No,4.0,97,Ulsoor,Dessert Parlor,"Burgers, Cheesecake",Bakery,400.0
Koshy's,No,No,3.6,52,Richmond Road,"Bakery, Quick Bites",Plum Cake,"Bakery, Fast Food",300.0
Sugar & Spice - Taj MG Road Bengaluru,No,No,4.0,79,MG Road,Dessert Parlor,"Coffee, Chocolate Truffle, Cheesecake",Desserts,800.0
Anand Sweets and Savouries,No,No,4.0,183,Commercial Street,Quick Bites,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Street Food",400.0
ROYCE' Chocolate,No,No,3.5,19,Lavelle Road,Confectionery,,Desserts,1000.0
Frozen Bottle,Yes,No,3.7,19,Infantry Road,Beverage Shop,,"Beverages, Desserts, Ice Cream",400.0
Fatima Bakery,No,No,3.7,14,Richmond Road,"Bakery, Quick Bites",,"Bakery, Fast Food",300.0
Just Bake,Yes,No,3.5,33,Shanti Nagar,"Bakery, Quick Bites",,"Bakery, Desserts",400.0
Bowring Kulfi,No,No,4.0,100,Residency Road,Dessert Parlor,"Kulfi, Mango Juice, Kesar Pista, Lassi","Ice Cream, Desserts",150.0
Santhanam Sweets & Savouries,No,No,3.9,34,Commercial Street,Sweet Shop,,"Mithai, Street Food",150.0
Smoor,Yes,No,4.1,63,MG Road,Dessert Parlor,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900.0
Shilpa Veg,No,No,3.6,37,Shivajinagar,Quick Bites,,"South Indian, Street Food, Beverages, Desserts",250.0
Sri Jayalakshmi Bakery,No,No,3.4,5,Shanti Nagar,"Bakery, Quick Bites",,"Bakery, Beverages",250.0
Excelsior Bakery,No,No,3.6,15,Shivajinagar,Bakery,,Bakery,100.0
Drunken Monkey,Yes,No,4.0,122,Church Street,"Beverage Shop, Quick Bites","Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream","Beverages, Fast Food",400.0
The French Loaf,Yes,No,2.9,46,Ulsoor,"Bakery, Quick Bites","Coffee, Veg Puff, Latte","Bakery, Desserts, Sandwich",400.0
Ooty Chocolates,Yes,No,3.5,17,Residency Road,Dessert Parlor,,Desserts,300.0
Surya Bakery,No,No,3.5,21,Shanti Nagar,Bakery,,Bakery,200.0
Up Bhavan,No,No,3.4,6,Commercial Street,Sweet Shop,,"Mithai, Street Food",150.0
Ice N Spice,No,No,3.7,17,MG Road,Dessert Parlor,,Desserts,200.0
Mishra Pedha,No,No,3.3,4,Richmond Road,Sweet Shop,,"Mithai, Bakery",300.0
Delhi Bhavan,No,No,3.4,11,Commercial Street,Quick Bites,,"Street Food, Mithai",150.0
S R & Sons Bakery,No,No,3.5,10,Commercial Street,Dessert Parlor,,Bakery,100.0
Deli Counter - Gateway Hotel,No,No,3.5,6,Residency Road,Dessert Parlor,,Bakery,500.0
Brea,No,No,3.2,7,Commercial Street,"Bakery, Quick Bites",,Bakery,300.0
Arya Bhavan Sweets,No,No,3.2,6,MG Road,Sweet Shop,,"Mithai, Street Food, North Indian",300.0
Sweet Truth,Yes,No,4.1,49,Residency Road,Delivery,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts",500.0
The Belgian Waffle Co.,Yes,No,3.7,73,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350.0
Ganache - The Ritz-Carlton,No,No,3.9,49,Residency Road,Dessert Parlor,"Coffee, Cup Cake",Bakery,600.0
Thom's Bakery,No,No,4.1,211,Frazer Town,"Bakery, Quick Bites","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread","Bakery, Fast Food",200.0
Hae Kum Gang,No,Yes,4.4,1187,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese",1100.0
Arbor Brewing Company,No,Yes,4.5,8375,Brigade Road,"Pub, Microbrewery","Kamikaze, Long Island Iced Tea, Pizza, Hefeweizen, Craft Beer, Cocktails, Belgian Brew Beer","American, Continental, Salad",2000.0
The Permit Room,No,No,4.5,1573,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,1500.0
ShakesBierre,No,Yes,4.4,256,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian",1500.0
Empire Restaurant,Yes,No,4.4,2090,Brigade Road,Casual Dining,"Brain Fry, Chicken Manchurian, Mutton Biryani, Butter Chicken, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750.0
The Barn - Bar & Kitchen,No,Yes,4.2,240,Brigade Road,Pub,"Cocktails, Beer","American, North Indian, Chinese",1500.0
Plan B,No,No,4.2,4422,Brigade Road,"Casual Dining, Pub","Burgers, Beer, Veg Lasagna, Peri Peri Chicken Wings, Barbecue Wings, Sandwiches, Beef Steak","American, Continental, BBQ, Steak",1200.0
Pecos Classic,No,Yes,4.1,548,Brigade Road,"Pub, Casual Dining","Fried Rice, Draught Beer, Beef Chilli, Chicken Curry, Fish Fingers, French Fries",Finger Food,1100.0
Guzzlers Inn,No,No,4.0,949,Brigade Road,Pub,"Beer, Manchurian, Kabab Platter, Chips, Lager, Chilli Chicken, Sandwiches","North Indian, Chinese",1100.0
Pizza Hut,Yes,No,3.9,387,Brigade Road,Casual Dining,"Mocktails, Garlic Bread, Potato Wedges, Pasta, Cheesy Pizza, Fries, Paneer Pizza","Pizza, Fast Food",750.0
Fusion Lounge,No,No,2.0,395,Brigade Road,Lounge,"Dance Floor, Dj",Finger Food,1500.0
Yak's Kitchen,No,No,4.0,162,Brigade Road,Quick Bites,"Noodles, Thukpa, Beef Momos, Chowmein, Veg Momos, Cheese Momos","Chinese, Tibetan, Momos",400.0
MoXa Bistro,No,Yes,3.9,36,Brigade Road,Casual Dining,,"Continental, Italian, North Indian, Pizza",1500.0
Flame Pub & Restaurant - Brigade Garden,No,No,2.9,24,Brigade Road,"Bar, Casual Dining",,"North Indian, South Indian, Continental, Chinese",1900.0
Hotel Shangrila,No,No,3.7,125,Brigade Road,Casual Dining,"Noodles, Pork Chops, Momos, Chicken Noodle, Mixed Fried Rice, Corn Soup, Roast Pork","Chinese, Thai, Momos",600.0
The Chevron Brigade,No,No,3.3,4,Brigade Road,Casual Dining,,"Fast Food, Biryani, Chinese, Seafood",1200.0
KFC,Yes,No,3.8,191,Brigade Road,Quick Bites,"Burgers, Ginger Chicken, Virgin Mojito, Popcorn, Rice Bowl","Burger, Fast Food",450.0
Taste Of Tibet,No,No,4.0,336,Brigade Road,Quick Bites,"Thukpa, Vegetable Noodles, Steam Chicken Momos, Chowmein, Chicken Shaptra, Chicken Manchurian, Dumplings","Tibetan, Chinese, Momos",300.0
Subway,No,No,2.7,61,Brigade Road,Quick Bites,Sandwich,"Salad, Fast Food",600.0
Aaha Andhra,No,No,3.5,15,Brigade Road,Food Court,,"Andhra, Biryani, North Indian",900.0
Chinese Corner,No,No,3.1,5,Brigade Road,Quick Bites,,Chinese,200.0
Burger King,Yes,No,3.5,89,Brigade Road,Food Court,"Burgers, Fries, Chicken Crisp Burger","Burger, Fast Food, Beverages",600.0
The 13th Floor,No,Yes,4.4,4575,MG Road,Lounge,"Cocktails, Lasagne, Martini, Mocktails, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai",1700.0
Communiti,No,No,4.7,3894,Residency Road,"Microbrewery, Casual Dining","Pizza, Cocktails, Peri Peri Chicken, Mocktails, Craft Beer, Pasta, Nachos","Continental, BBQ, Salad",1500.0
Skyye,No,Yes,4.2,3116,Lavelle Road,Lounge,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",Continental,2500.0
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,Yes,4.4,858,Lavelle Road,Fine Dining,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai",3000.0
Yauatcha,No,Yes,4.6,2339,MG Road,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Chocolate Hazelnut Mousse, Macaroon","Chinese, Asian, Cantonese, Tea",2800.0
Farzi Cafe,No,No,4.4,2392,Lavelle Road,"Casual Dining, Microbrewery","Appletini, Lamb Tacos, Cocktails, Martini, Stout, Wheat Beer, Sangria",Modern Indian,1500.0
Hard Rock Cafe,No,Yes,4.5,5262,St. Marks Road,"Casual Dining, Bar","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","American, BBQ",2500.0
Karavalli - The Gateway Hotel,No,Yes,4.5,674,Residency Road,Fine Dining,"Appam, Fish, Sea Food, Cocktails, Prawn, Thali, Paratha","Mangalorean, Konkan, Seafood, Kerala",3500.0
Bangalore Brew Works,No,Yes,4.2,2212,Residency Road,"Microbrewery, Lounge","Spaghetti, Wheat Beer, Cocktails, Risotto, Nachos, Gourmet Pizza, Draught Beer","Continental, Italian",1700.0
Toast & Tonic,No,Yes,4.6,1082,Richmond Road,Casual Dining,"Cocktails, Salads, Pork Ribs, Tomato Soup, Burgers, Mushroom Toast, Cheesecake","European, Asian",1500.0
The Bar Stock Exchange,No,No,4.3,606,St. Marks Road,"Pub, Casual Dining","Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food",1300.0
Samarkand,No,Yes,4.1,2044,Infantry Road,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai",1600.0
Spice Terrace - JW Marriott,No,Yes,4.3,755,Lavelle Road,"Fine Dining, Microbrewery","Chicken Tikka, Faluda, Raita, Tarkari Biryani, Butter Naan, Fish, Dal Makhani","North Indian, Seafood",3000.0
Carnatic,No,Yes,4.2,167,Church Street,Casual Dining,"Thali, Andhra Chilli Chicken, Coconut Mousse, Raita, Kothu Paratha, Appam, Tender Coconut Payasam","South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0
SkyDeck By Sherlock's,No,Yes,4.2,1418,MG Road,"Pub, Casual Dining","Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","Continental, Chinese, Finger Food, North Indian",1500.0
Koshy's,No,No,3.9,2322,St. Marks Road,Casual Dining,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette","South Indian, North Indian, Chinese, Beverages",700.0
Sanchez,No,No,4.3,1028,Lavelle Road,Lounge,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex",1500.0
1Q1,No,Yes,4.3,595,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0
Harima,No,Yes,4.3,666,Residency Road,Casual Dining,"Sushi, Tuna Sashimi, Salads, Pork Rice, Ramen, Spicy Tuna Roll, Cocktails",Japanese,2000.0
Caperberry,No,Yes,4.6,1423,Lavelle Road,Fine Dining,"Salads, Martini, Tiramisu, Caviar, Ravioli, Cocktails, Wine","Spanish, Italian, Mediterranean, European, Salad",2200.0
Meghana Foods,Yes,No,4.3,2177,Residency Road,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani","Biryani, Andhra, North Indian, Seafood",600.0
Dindigul Thalappakatti,Yes,No,3.9,74,MG Road,Casual Dining,"Biryani, Pepper Chicken, Raita, Buttermilk","Biryani, Chinese, North Indian, South Indian",800.0
Sotally Tober,No,Yes,4.4,282,Residency Road,"Bar, Casual Dining","Cocktails, Corn Fritters, Paneer Steak, Butter Chicken, Burgers, Chicken Steak, Chocolate Mousse","Asian, Burger, Chinese, Finger Food",1200.0
Tiamo - Conrad Bengaluru,No,Yes,4.2,149,Ulsoor,Fine Dining,"Ratatouille, Pizza, Tiramisu, Wild Mushroom Risotto, Pasta, Cocktails","Italian, Mediterranean",2500.0
Tree Tops Bar & Kitchen,No,Yes,4.4,189,Lavelle Road,"Casual Dining, Bar","Peri Peri Chicken Burger, Cocktails, Pasta, Brownie, Mocktails, Chicken Fingers, Jalapeno Poppers","North Indian, Chinese, Continental, Italian",1000.0
Chianti,No,Yes,4.5,340,MG Road,Casual Dining,"Pizza, Ravioli, Tiramisu, Panna Cotta, Bruschettas, Seafood Pasta, Virgin Sangria",Italian,1500.0
Alba - JW Marriott Bengaluru,No,Yes,4.5,583,Lavelle Road,Fine Dining,"Pizza, Tiramisu, Pasta, Risotto, Lobster, Panna Cotta, Salad",Italian,4000.0
Bang - The Ritz-Carlton,No,Yes,4.2,484,Residency Road,Lounge,"Paneer Roll, Cocktails, Wine, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,3000.0
Easy Tiger,No,No,4.3,2319,Church Street,"Bar, Casual Dining","Burgers, Cocktails, Peri Peri Chicken, Chicken Sandwich, Chilli Chicken, Draught Beer, Fries","Finger Food, Continental",1100.0
Capri Gastrobar,No,Yes,4.3,284,St. Marks Road,"Bar, Casual Dining","Cocktails, Peri Peri Wings, Brownie, Pizza, Burgers, Mezze Platter, Fries","Mediterranean, Italian, Asian",1200.0
Salvadores,No,Yes,4.4,186,MG Road,Fine Dining,"Wine, Salad, Steak, Coffee, Pork Chops","Mediterranean, Continental, French, Italian",2000.0
Cafe Noir,No,Yes,4.2,2074,Lavelle Road,Casual Dining,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads","European, French, Salad",1500.0
Bangalore Pub Exchange,No,Yes,4.1,209,MG Road,"Pub, Casual Dining","Pizza, Fish, Cocktails, Pasta Alfredo, Brownie Chocolate, Biryani, Rumali Roti","Continental, Finger Food, Pizza, North Indian",1000.0
Sriracha,No,No,4.3,687,Lavelle Road,Casual Dining,"Noodles, Laksa, Cocktails, Dumplings, Sangria, Momos, Sushi","Thai, Chinese, Indonesian, Asian, Momos",1500.0
Russh Gastropub,No,No,4.2,1279,Church Street,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Nachos","Continental, Italian, Burger",1100.0
RS Shiv Sagar,No,No,4.1,530,Commercial Street,Casual Dining,"Brownie, Paneer Manchurian, Chocolate Sizzler, Nachos, Filter Coffee, Panneer Butter Masala, Pizza","Chinese, North Indian, Fast Food, Street Food, Desserts",500.0
Republic Of Noodles - Lemon Tree Premier,No,Yes,4.5,550,Ulsoor,Casual Dining,"Noodles, Kaffir Lime, Spring Roll, Long Island Iced Tea, Yellow Thai Curry, Vanilla Ice Cream, Jasmine Rice","Malaysian, Singaporean, Thai",1800.0
Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.6,116,Richmond Road,Casual Dining,"Chocolate Cookies, Cocktails, Fudge Sundae, Jasmine Rice, Gong Bao Chicken, Date Pancakes, Tender Coconut Ice Cream",Chinese,1200.0
Mikusu - Conrad Bengaluru,No,Yes,4.1,80,Ulsoor,Fine Dining,"Sushi, Noodles","Japanese, Chinese, Thai",3000.0
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,355,Richmond Road,Fine Dining,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Sikandari Raan","North Indian, Mughlai",3500.0
Coconut Grove,No,Yes,3.9,680,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood",1200.0
Smaaash,No,Yes,4.2,538,MG Road,"Casual Dining, Pub","Pizza, Nachos, Draught Beer, Pasta, Potli Biryani, Mojito, Long Island Iced Tea","North Indian, Pizza, Chinese",1500.0
Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,231,Richmond Road,Fine Dining,"Sushi, Teriyaki Chicken, Oysters, Tiramisu, Chocolate Mousse, Tempura, Salmon",Japanese,4000.0
Hamza,No,No,3.9,161,Shivajinagar,Casual Dining,"Ghee Rice, Biryani, Chicken Kebab, Mutton Seekh, Paratha","North Indian, Chinese",500.0
Roomali,No,Yes,4.0,171,Church Street,Casual Dining,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani",North Indian,1300.0
Riwaz - The Ritz-Carlton,No,Yes,4.1,270,Residency Road,"Fine Dining, Bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",North Indian,4000.0
Slo' Food Co.2,No,No,3.7,42,Ulsoor,Casual Dining,,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill",2000.0
My Space - WelcomeHotel Bengaluru,No,No,3.9,23,Richmond Road,Bar,,Finger Food,2000.0
Chin Lung Resto Bar,No,No,3.9,378,Residency Road,Bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, French Fries, Egg Bhurji","North Indian, Chinese, Fast Food",1000.0
Indian Durbar - Conrad Bengaluru,No,Yes,3.9,48,Ulsoor,Fine Dining,,North Indian,3000.0
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3,449,MG Road,Fine Dining,"Crispy Prawns, Momos, Cocktails, Pan Fried Noodles, Chocolate Cake, Veg Dim Sums, Salads","Chinese, Momos",3000.0
Fuel Resto Bar,No,No,4.2,38,Richmond Road,Bar,"Cocktails, Dal Makhani, Paneer Tikka, Butter Chicken, Garlic Naan, Tequila, Fish","Finger Food, Mediterranean, North Indian",2000.0
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.4,424,Residency Road,"Fine Dining, Bar","Dumplings, Momos, Chenin Blanc, Mapo Tofu, Egg Fried Rice, Noodles, Vegetarian",Chinese,3500.0
Matsuri - The Chancery Hotel,No,Yes,4.4,183,Lavelle Road,"Casual Dining, Bar","Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard",Japanese,1800.0
Ice - Taj MG Road Bengaluru,No,Yes,4.1,608,MG Road,Club,"Cocktails, Paneer Tikka, Beer",Continental,2800.0
i-Bar - The Park Bangalore,No,No,3.8,617,MG Road,Lounge,Fish Fingers,"North Indian, Chinese, Mediterranean",3000.0
Imperial Restaurant,Yes,No,3.9,366,Residency Road,Casual Dining,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta","North Indian, Chinese, Biryani, Kebab, Juices",800.0
Fort Kochi,No,Yes,4.1,335,MG Road,"Casual Dining, Bar","Sea Food, Appam, Fish, Kerala Parotta, Sangria, Paratha, Cocktails","Kerala, Seafood",1800.0
Lotus Pavilion - ITC Gardenia,No,Yes,4.2,175,Richmond Road,Fine Dining,"Salad, Lamb Chops, Beer, Tea, Cappuccino",Continental,3000.0
Chugg,No,Yes,3.9,747,Church Street,Pub,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","Finger Food, Continental, Asian, North Indian",1500.0
New Hilal Restaurant,No,No,4.0,108,Shivajinagar,Casual Dining,"Ghee Rice, Butter Chicken, Hyderabadi Chicken, Methi Murg, Bheja Fry, Chicken Kebab, Tandoori Chicken","North Indian, Chinese",550.0
Scottish Pub,No,No,3.9,191,St. Marks Road,Bar,"Wine, Beer, Chicken Pakora, Masala Corn, Pakoda, Garlic Chicken, French Fries",Finger Food,600.0
Palmgrove,No,No,4.0,224,Residency Road,Casual Dining,"Masala Dosa, Naan, Pongal, Grape Juice, Kulcha, Chaat, Rava Dosa","North Indian, South Indian, Chinese, Juices",700.0
Tasting Room - Bengaluru Oota Company,No,No,4.0,58,Ulsoor,Casual Dining,"Filter Coffee, Curry Crab, Mutton Chops","Mangalorean, South Indian",2000.0
WYT RestroPub,No,No,2.7,402,MG Road,Pub,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese",1000.0
MTR 1924,No,No,4.2,697,St. Marks Road,Quick Bites,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",South Indian,300.0
Al Noor,No,No,3.7,21,Shivajinagar,Quick Bites,,"North Indian, Chinese, Arabian, Rolls",350.0
Kamat Hotel,No,No,3.6,60,Shivajinagar,Casual Dining,"Paper Masala Dosa, Coffee","North Indian, South Indian, Chinese",450.0
Woody's,No,No,2.5,433,Commercial Street,Casual Dining,"Maddur Vada, Idli, Thali, Tea, Butter Masala Dosa, Filter Coffee, Cheese Dosa","Chinese, South Indian, North Indian",650.0
Downtown,No,No,3.7,293,Residency Road,Pub,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","North Indian, Continental",1000.0
The Lobby Lounge - The Ritz-Carlton,No,No,4.1,28,Residency Road,Casual Dining,,Beverages,2000.0
The Ritz-Carlton Bar - The Ritz-Carlton,No,No,4.0,93,Residency Road,Lounge,Decor,Finger Food,2000.0
Sphyre - Gateway Hotel,No,No,3.6,43,Residency Road,Lounge,,Finger Food,1700.0
Slounge - Lemon Tree Premier,No,No,4.0,62,Ulsoor,Lounge,Pool Table,Finger Food,1500.0
Strikers Sports Bar and Music,No,Yes,3.8,73,Shanti Nagar,Bar,Beer,"Continental, North Indian, Chinese",1200.0
